company,marked_segment,address,phone_number,website
11-48 Dental Wellness,Mondzorg,"A-kerkhof 38, Groningen",050-7676695,https://www.11-48.nl/nl/
0900Dentist,Mondzorg,"Lijnbaansgracht 162, Amsterdam",0900-3368478,https://www.0900dentist.com
DentWork Tandartsen,Mondzorg,"Hammole 13, Workum",0515-541345,http://www.dentworktandartsen.nl
"De Zorggroep, Zorgcentrum Ter Borcht",Verpleeghuiszorg,"Zuivelstraat 5, Baarlo",088-6108861,http://www.dezorggroep.nl
"Die Eet & Sport, locatie Nijmegen, De Biezen",Diëtetiek,"De Biezen 1, Nijmegen",https://dieeetensport.nl/,https://dieeetensport.nl/
DieetPlaneet Amstelveen Noord Uilenstede en Kronenburg,Diëtetiek,"Uilenstede 100, Amstelveen",088-3438000,https://www.dieetplaneet.nl/dietist-amstelveen
DieetPlaneet Amsterdam Nieuw West Bos en Lommer,Diëtetiek,"Bos en lommerweg 357, Amsterdam",088-3438000,https://www.dieetplaneet.nl/de-dietisten/locatie/amsterdam/nieuw-west
Diëtiek Op Maat,Diëtetiek,"Tolakker 7, Bavel",06-42508939,http://www.dietiekopmaat.nl
Diëtistenpraktijk Chantal Pleune,Diëtetiek,"Rietwijkerstraat 44 hs, Amsterdam",06-10817715,http://www.chantalpleune.nl
Diëtistenpraktijk Saenland,Diëtetiek,"Edamstraat 59-61, Zaandam",075-6154019,http://www.saenland.nl
Diëtistenpraktijk Vitalizé,Diëtetiek,"Tweemanspolder 6 A, Zevenhuizen",06-81146508,http://www.praktijkvitalize.nl
"diëtistRUTH, locatie Uden",Diëtetiek,"Hyacintstraat 3 A, Uden",http://www.dietistruth.nl,http://www.dietistruth.nl
Dirk Dikken Fysiotherapie,Fysiotherapie,"Noorderweg 28, Den Oever",06-11277178,https://www.dirkdikkenfysiotherapie.nl/
"Driestroom, Driestroomhuis Joep & Co",Zorg voor mensen met een beperking,"Straat van Gibraltar 73, Amersfoort",0481-375555,https://www.driestroom.nl/locaties/joep--co
D&S Zorg,Wijkverpleging,"Tulpenlaan 31, Bennebroek",06-48546821,
Duiker Paramedici,Fysiotherapie,"Duikerstraat 9, Rotterdam",010-4205147,http://www.duikerparamedici.nl
Echo Centrum Noord-Holland-Noord,Verloskundige zorg,"Oude Slotstraat 21, Schagen",0224-215795,http://www.echocentrum-nhn.nl
Eezy Gorinchem,Mondzorg,"Arkelse Onderweg 61, Gorinchem",0348-788131,https://www.eezygebit.nl
Eleos - behandellocatie Leiden,Geestelijke gezondheidszorg,"Vennemeerstraat 5, Leiden",088-8920060,http://www.eleos.nl
Ensing Podotherapie,Podotherapie,"Mierloseweg 132, Helmond",0492-527970,http://www.ensingpodotherapie.nl
Epilennium Kliniek voor Huidtherapie Maassluis,Huidtherapie,"De Vloot 206 C, Maassluis",010-2467660,http://www.epilennium.nl
Ergotherapie Glassen,Ergotherapie,"Peymeestersdreef 2, Maastricht",06-29464365,
Ergotherapie Praktijk Denise Niesten,Ergotherapie,"Dousbergweg 4, Maastricht",06-11426784,https://deniseniesten.com/
"Ergotherapie Rotterdam, locatie Vlaardingen",Ergotherapie,"Hoflaan 43, Vlaardingen",06-12430133,https://ergotherapierotterdam.nl/
"Ergotherapie van de Schoor, locatie Wessem",Ergotherapie,"Steenweg 2 A, Wessem",06-48179129,http://www.ergotherapie-vandeschoor.nl/
Erwin Zeydner therapie,Fysiotherapie,"Rijksweg-Noord 37, Elst",0481-371848,http://www.erwinzeydnertherapie.com
"Estinea, werk en activiteiten Katoen",Zorg voor mensen met een beperking,"Lonnekerspoorlaan 120, Enschede",088-4950765,https://www.estinea.nl/
"Faceland, Eindhoven",Medisch specialistische zorg,"Wilhelminaplein 23 A, Eindhoven",040-2026341,http://www.faceland.nl
FitFysiek,Fysiotherapie,"Markerkant 10-11 E, Almere",036-2001630,https://fitfysiek.nl/
Flex Care Thuiszorg,Wijkverpleging,"Strijplaan 101, Rijswijk",070-7506024,http://www.flexcarethuiszorg.nl/
Frieda Vroedvrouwen,Verloskundige zorg,"Oostzeedijk Beneden 51 B, Rotterdam",06-12798360,https://www.friedavroedvrouwen.nl/
FysicoBalance C.J.P. de Ridder,Fysiotherapie,"Hellingkade 15, Maassluis",010-7864915,
Fysio Bosbaan,Fysiotherapie,"Bosbaan 6, Amstelveen",06-24287776,https://www.fysiobosbaan.nl/
"Fysiocare Nunspeet, Praktijk voor fysio- en oedeemtherapie",Fysiotherapie,"De Houtwalhof 17, Nunspeet",0341-843558,http://www.fysiocarenunspeet.nl
Fysiocentrum Pauwendaal,Fysiotherapie,"Pauwenburg 160 C, Lelystad",0320-219691,http://www.fysiocentrumpauwendaal.nl
FysioCity,Organisatie,"1e Weteringdwarsstraat 7, Amsterdam",020-2445233,https://www.fysiocity.nl/
"FysioCompany Ooms, vestiging Heusden",Fysiotherapie,"Demer 48 A, Heusden (gem. Heusden)",0416-353133,http://www.fysiocompany.nl
Fysio de Cirkel,Fysiotherapie,"Kochstraat 1-4, Groningen",050-8801432,https://www.fysiodecirkel.nl/
Fysio- en Manueel Therapie Slabbekoorn,Fysiotherapie,"Olympiaweg 141 K, Wervershoof",0228-583173,http://fysiowervershoof.nl
Fysio- en Manuele therapie Seuren,Fysiotherapie,"Loverstraat 8, Nederweert",0495-634506,http://www.fysionederweert.nl
"Fysio- en Manuele Therapie Van Hoof, locatie Valkenswaard Therapiecentrum",Fysiotherapie,"Antwerpsebaan 10, Valkenswaard",040-2049474,https://www.fysiovanhoof.nl/
Fysio Fitality,Fysiotherapie,"Bergweg-Noord 38 5, Bergschenhoek",06-34535506,http://www.fysiofitality.nl
Fysio-Fit WF,Fysiotherapie,"Hoofdstraat 25, Bovenkarspel",06-50446671,https://www.fysio-fitwf.nl
"010-fysio, Gezond Blijdorp",Fysiotherapie,"Stadhoudersplein 37, Rotterdam",010-4677916,http://010-fysio.nl
Fysio Haayen,Fysiotherapie,"Molenstraat 97 A, Monster",0174-248100,http://www.fysiohaayen.nl/index.html
Fysioholland Lelystad 't Woud,Fysiotherapie,"Griend 25-23, Lelystad",0320-249469,https://fysioholland.nl/fysiotherapie-lelystad-woud/
"Fysio InMotion, locatie Groot-Ammers, Voorstraat",Fysiotherapie,"Voorstraat 7, Groot-Ammers",0184-662321,https://www.fysioinmotion.nl/
"Fysio043, locatie Pottenberg",Fysiotherapie,"Terra Cottaplein 20-21, Maastricht",043-3477877,http://www.fysio043.nl
Fysiologica,Fysiotherapie,"Den Ilp 153 B, Den Ilp",020-4825396,https://manuelefysiotherapeut.nl/
Fysio Marlies Arkema,Fysiotherapie,"Hempenserweg 2 A, Leeuwarden",06-13607412,http://www.fysiomarliesarkema.nl
Fysio Medisch Centrum Rijswijk,Fysiotherapie,"Visseringlaan 18, Rijswijk",070-5002216,https://www.fysiomc.nl/
"Fysiomobilae, locatie Hyacinthstraat",Fysiotherapie,"Hyacinthstraat 57, Zwolle",038-4216454,https://www.fysiomobilae.nl/?gclid=EAIaIQobChMIzOD-tP-c9AIVyYTVCh0OZQhrEAAYASAAEgK_fvD_BwE
"Fysio & Motion, locatie Wormer",Fysiotherapie,"Veerdijk 39 D, Wormer",023-5746611,https://fysioenmotion.nl/
Fysio Oostermeenthe Eugenie Maluw,Fysiotherapie,"Oostermeentherand 2 C, Steenwijk",06-12128952,https://fysio-oostermeenthe.nl/
FysioPro Désirée Sparnaaij-Brouns,Organisatie,"Seinstraat 24, Hilversum",035-5243772,http://www.fysio-pro.nl
Fysio Stabilize,Fysiotherapie,"Ketelmeerstraat 138, Lelystad",06-18165276,https://www.fysiostabilize.nl
Fysiotherapie Annette van Oosten,Fysiotherapie,"Groenstraat 74, Prinsenbeek",06-28884804,http://www.fysiovanoosten.nl
Fysiotherapie Archipel,Fysiotherapie,"Paros 10, Hoofddorp",023-5625837,http://www.fysiotherapiearchipel.nl
Fysiotherapie Bas Coenen,Fysiotherapie,"Poststraat 14, Hoensbroek",06-37425136,https://www.fysiobascoenen.nl/
Fysiotherapie Bodemplein,Fysiotherapie,"Julianastraat 11 J, Brunssum",045-5250357,https://www.fysiotherapiebodemplein.nl/
Fysiotherapie Boulevard,Fysiotherapie,"Boulevard 146, Roosendaal",0165-568128,http://www.fysiotherapieboulevard.nl
Fysiotherapie Cassandraplein,Fysiotherapie,"Cassandraplein 50, Eindhoven",040-7114189,http://www.fysiotherapie-muzenlaan.nl
Fysiotherapie Cranial,Organisatie,"Amsterdamsevaart 128 ZW, Haarlem",023-5766869,https://www.fysiotherapiecranial.nl
"Fysiotherapie De Haere, Hellendoorn",Fysiotherapie,"Grupakkersweg 4 01, Hellendoorn",0548-655597,https://www.de-haere.nl
Fysiotherapie De Muinck,Fysiotherapie,"Frans Halslaan 10, Oegstgeest",071-5174767,http://www.fysiotherapiedemuinck.nl
Fysiotherapie de Ruiter,Fysiotherapie,"Duinhoefplein 7, Hoogerheide",0164-614971,http://www.fysiotherapiederuiter.nl
Fysiotherapie Emmastraat,Fysiotherapie,"Emmastraat 248, Enschede",053-4300722,http://www.fysio-enschede.nl
"Fysiotherapie en Acupunctuur Centrum Siauw, Perengaarde",Fysiotherapie,"Perengaarde 18, Hendrik-Ido-Ambacht",078-7112055,http://www.fa-siauw.nl
"Fysiotherapie Engelaar, locatie Doetinchem Centrum",Fysiotherapie,"Burg. van Nispenstraat 18 A, Doetinchem",0314-725994,https://www.fysio-engelaar.nl/
Fysiotherapie en Manuele therapie Kwikstaartplein,Fysiotherapie,"Kwikstaartplein 1, Leiderdorp",071-5414814,https://www.fysiofitleiderdorp.nl/
Fysiotherapie en Osteopathie Knippenberg,Fysiotherapie,"Rode Schouw 54, Halsteren",0164-685095,http://www.fysiotherapie-osteopathie-knippenberg.nl
Fysiotherapie Friso,Fysiotherapie,"Alteveerstraat 110 A, Hoogeveen",0528-263402,https://fysiotherapiefriso.nl/
Fysiotherapie F.R. van der Wulp,Fysiotherapie,"Boulevard 22, Roosendaal",0165-560294,https://www.fysiovanderwulp.nl/
"Fysiotherapie Gendt, Locatie Oosterhout",Fysiotherapie,"Stationsstraat 21 A, Oosterhout (gem. Overbetuwe)",0481-421540,https://fysiotherapiegendt.uwpraktijkonline.nl/
Fysiotherapie Getsewoud,Fysiotherapie,"Vivaldisingel 321-323, Nieuw-Vennep",0252-622008,http://www.fysiotherapie-getsewoud.nl
"Fysiotherapie Göttgens Kienhuis Pfennings, locatie Walramstraat",Fysiotherapie,"Walramstraat 1, Sittard",046-4521210,http://www.fysio-gkp.nl
Fysiotherapie Heiszwolf,Fysiotherapie,"Bisletweg 2, Capelle aan den IJssel",010-4515109,http://www.fysiotherapieheiszwolf.nl
Fysiotherapie H.K. Vriesendorp,Fysiotherapie,"Oostduinlaan 193, Den Haag",070-3244437,
Fysiotherapie Hof,Fysiotherapie,"Scharnerweg 108, Maastricht",043-2041255,http://www.fysiotherapiehof.nl
Fysiotherapie Invivo Zeist,Fysiotherapie,"Molenweg 50-900 S, Zeist",030-2745554,http://www.fysiotherapiekerckebosch.nl
Fysiotherapie Julianastraat,Fysiotherapie,"Julianastraat 6, Purmerend",0299-423462,http://www.fysiotherapiejulianastraat.nl
Fysiotherapie Leidsche Rijn en Acupunctuur Bas van Dijk,Fysiotherapie,"Joan Mirostraat 9, Utrecht",030-2657420,https://acupunctuurpraktijk.nu/
Fysiotherapie Maatschap van Beek-van Rheen,Fysiotherapie,"Emmastraat 35, Asten",0493-693075,http://www.fysiotherapievanbeek.nl
Fysiotherapie Mariëlle Smeets,Fysiotherapie,"Tongerseweg 330 A, Maastricht",06-25572020,http://www.fysiosmeets.nl
"Fysiotherapie MCN, locatie NDSM",Fysiotherapie,"Displaystraat 13, Amsterdam",020-6320220,https://www.fysiomcn.nl
Fysiotherapie Meerndijk,Fysiotherapie,"Meerndijk 35, De Meern",030-6662411,http://www.fysiomeerndijk.nl
"Fysiotherapie Movendo, locatie Beuningen",Fysiotherapie,"Hadrianussingel 32, Beuningen",024-3483917,http://www.fysiotherapiemovendo.nl
Fysiotherapie Oudegracht,Organisatie,"Oudegracht 287, Alkmaar",072-5117799,https://www.fysiotherapieoudegracht.nl/
"Fysiotherapie Oudegracht, locatie Alkmaar Oudegracht",Fysiotherapie,"Oudegracht 287, Alkmaar",072-5117799,http://www.fysiotherapieoudegracht.nl
Fysiotherapiepraktijk Beens,Fysiotherapie,"Friesestraatweg 53, Groningen",050-3188655,http://www.fysiotherapiebeens.nl
Fysiotherapiepraktijk Boschzicht,Fysiotherapie,"Willem de Zwijgerlaan 33, Schiedam",010-4736623,https://www.praktijkboschzicht.nl
Fysiotherapiepraktijk en Fysiofitness Schaafsma & de Jonge,Fysiotherapie,"Van Humboldtstraat 32, Utrecht",030-2716192,http://www.schaafsma-dejonge.nl
Fysiotherapiepraktijk Hofmans van Benthum,Fysiotherapie,"Lavendel 254, Cuijk",0485-751441,http://www.hofmansvanbenthum.nl
Fysiotherapiepraktijk  mw. A.W. van der Meulen,Fysiotherapie,"Van Starkenborghstraat 17, Schiermonnikoog",0519-531927,http://fysiotherapie-schiermonnikoog.nl
Fysiotherapiepraktijk Stadsdennen,Fysiotherapie,"Cremerstraat 30, Harderwijk",0341-414123,http://fysio-stadsdennen.nl
Fysiotherapiepraktijk Van Dommelen,Fysiotherapie,"Veldweg 20, Veenendaal",0318-513205,http://www.fysiotherapievandommelen.nl
Fysiotherapiepraktijk Westzijderveld,Fysiotherapie,"Molenwerf 15, Koog aan de Zaan",075-6175756,http://fysiotherapiewestzijderveld.nl
Fysiotherapie Redlex,Fysiotherapie,"Zamenhofstraat 108, Amsterdam",06-10212647,https://redlexfysio.nl/
Fysiotherapie Sonja Kremer,Fysiotherapie,"De Vriesstraat 20, Oud-Beijerland",06-51170739,http://www.fysiotherapiesonjakremer.nl
Fysiotherapie Sterrenburg,Fysiotherapie,"Dalmeyerplein 12, Dordrecht",078-6180449,http://www.fysiotherapiesterrenburg.nl
Fysiotherapie Ten Berge,Fysiotherapie,"Poolsterstraat 8, Oostkapelle",0118-583084,http://www.fysiotherapieoostkapelle.nl
Fysiotherapie Urmond Bart Urlings,Organisatie,"Raadhuisstraat 38 A, Urmond",046-4332600,http://fysiotherapieurmond.nl/
"Fysiotherapie Urmond Bart Urlings, locatie Urmond",Fysiotherapie,"Raadhuisstraat 38 A, Urmond",046-4332600,http://www.fysiotherapieurmond.nl
Fysiotherapie van Buuren,Fysiotherapie,"Rotterdamseweg 31, Krimpen aan den IJssel",0180-511153,http://www.fysiovanbuuren.nl
"Fysiotherapie van Sambeek, locatie Oisterwijk - Moergestelseweg",Fysiotherapie,"Moergestelseweg 36, Oisterwijk",013-5283446,https://www.fysiotherapievansambeek.nl/
Fysiotherapie Veenendaal Centrum,Fysiotherapie,"Julianastraat 2 C, Veenendaal",031-8304246,https://www.fysiovc.nl/
Fysiotherapie VitalBody,Fysiotherapie,"Pieter Calandlaan 939, Amsterdam",020-3583806,http://www.fysiovb.nl
Fysiotherapie voor Kinderen,Organisatie,"Bunder 49, Gemert",0492-361998,https://fysiotherapie-voor-kinderen.nl/
"Fysiotherapie voor Kinderen, locatie Gemert",Fysiotherapie,"Bunder 49, Gemert",0492-361998,https://fysiotherapie-voor-kinderen.nl/
Fysiotherapie Waddinxveen,Fysiotherapie,"Sniepweg 13 H, Waddinxveen",06-22443177,https://fysio-waddinxveen.nl/
Fysiotherapie Wil Joosten,Fysiotherapie,"Poppelenburgerstraat 44 A, Geldermalsen",0345-575361,http://www.fysiotherapiewiljoosten.nl
Fysiotherapie Workum,Fysiotherapie,"Kovintsdyk 1, Workum",06-42753223,http://www.fysiotherapieworkum.nl
Fysio-Vitaal,Fysiotherapie,"Vaart ZZ 29, Nieuw-Amsterdam",0591-552347,http://www.fysio-vitaal.nl
Fysio Ziekenhuis Den Helder,Fysiotherapie,"Huisduinerweg 3, Den Helder",0223-696418,http://www.fysioziekenhuisdenhelder.nl/
Fysiozorg Van Pamelen,Fysiotherapie,"Nieuwenhagerheidestraat 55, Landgraaf",045-5310904,http://www.fysiozorgvanpamelen.nl
"Geboortehuis, Verloskundigenpraktijk Bussum-Naarden",Verloskundige zorg,"Huizerweg 24 A, Bussum",035-6915458,https://geboortehuis.nl/
"Geeresteingroep Fysiotherapie & Sport, locatie Schans",Fysiotherapie,"De Schans 26, Woudenberg",033-2861983,https://www.geeresteingroep.nl
"GGD Gelderland-Zuid, vestiging Nijmegen",Publieke gezondheidszorg,"Groenewoudseweg 275, Nijmegen",088-1447144,http://www.ggdgelderlandzuid.nl
"Goede en Stam, huisartsen",Huisartsenzorg,"Drie Kolommenplein 1 C, Aalsmeer",0297-324489,http://goedestam.praktijkinfo.nl
"Groene Kruis Wijkverpleging, Team Posterholt",Wijkverpleging,"Nieuw Holsterweg 38, Posterholt",088-6101755,http://www.dezorggroep.nl
"Groepspraktijk-Ik, Diëtetiek",Diëtetiek,"Vlietweg 15, Leidschendam",06-20659505,https://www.groepspraktijk-ik.nl/
Groepspraktijk voor Fysiotherapie Veendam,Fysiotherapie,"Pommerse Bocht 8, Veendam",0598-622165,http://www.groepspraktijkfysiotherapie.nl
Hanzepraktijk,Huisartsenzorg,"Oostzeestraat 46, Kampen",038-3312191,http://www.hanzepraktijk.nl
"HappyZorg, Wijkteam Breda-West",Wijkverpleging,"Verbeetenstraat 9, Breda",076-3030760,https://happyzorg.nl/thuiszorg/breda/breda-zuid-west
"Hartkliniek Den Haag, locatie Statenkwartier",Medisch specialistische zorg,"Johan de Wittlaan 3, Den Haag",088-5002000,https://www.hartkliniek.com/
HartKliniek Dronten,Medisch specialistische zorg,"Penhoren 13, Swifterbant",088-5002000,http://www.hartkliniek.com
Healthy Weight Clinics,Organisatie,"Irene Vorrinkplein 40, Zaandam",06-83604352,https://healthyweightclinics.com/
"Healthy Weight Clinics, locatie Zaandam",Overige zorg,"Irene Vorrinkplein 40 K, Zaandam",06-83604352,https://healthyweightclinics.com/
Hemke.biz,Arbozorg,"Anne Kooistrahof 45, Amsterdam",06-29505543,
Hospice IJsselThuis,Hospicezorg,"Batavierlaan 8, Nieuwerkerk aan den IJssel",0180-391306,http://www.ijsselthuis.nl
Houvast Fysiotherapie,Fysiotherapie,"Heimanslaan 1, Culemborg",0345-512217,http://www.fysiotherapieculemborg.nl
HuidClinique Amersfoort,Huidtherapie,"Blokzijlpark 27, Amersfoort",033-2773534,https://www.huidclinique.nl/
"HuidOedeem Anke Veenman, locatie Groningen, Hoendiep",Huidtherapie,"Hoendiep 1, Groningen",06-50707167,http://www.huidoedeem.nl
"Huidpunt, Praktijk voor Huid- en Oedeemtherapie",Huidtherapie,"Boerhaavelaan 25, Roosendaal",088-7069370,http://www.huidpunt.nl
Huidtherapie Alders,Huidtherapie,"Fonteinland 7 C, Leeuwarden",06-37502058,http://www.huidtherapie-alders.nl
Huidtherapie Boxtel & Best,Organisatie,"Oirschotseweg 68, Best",0499-745083,https://www.huidtherapieboxtelbest.nl/
Huidtotaal,Organisatie,"Wassenaarweg 5 A, Arnhem",085-0043186,https://www.huidtotaal.nl
"Huidtotaal, locatie Arnhem",Huidtherapie,"Wassenaarweg 5 A, Arnhem",085-0043186,https://www.huidtotaal.nl/
"Huid & Vitaal, Huid- en Oedeemtherapie, locatie Den Haag",Huidtherapie,"Mandarijnstraat 18, Den Haag",06-12933320 (Yvette),http://www.huidvitaal.nl
"Huidwens, praktijk voor huid- en oedeemtherapie",Organisatie,"Trompetlaan 40, Etten-Leur",06-12632130,https://www.huidwens.nl
"Huidwens, praktijk voor huid- en oedeemtherapie, locatie Etten-Leur",Huidtherapie,"Trompetlaan 40, Etten-Leur",06-12632130,https://www.huidwens.nl/
"HuidZeker, praktijk Boogertstraat",Huidtherapie,"Boogertstraat 2, Maassluis",010-5925147,https://huidzeker.nl/
"HuidZeker, praktijk voor huid- en oedeemtherapie",Organisatie,"Boogertstraat 2, Maassluis",010-5925147,https://huidzeker.nl/
"Huidzorg West, locatie Rijswijk",Huidtherapie,"Van Rijnweg 9, Rijswijk",015-2561806,https://www.huidzorgwest.nl/
Huisartsenpraktijk Boteringestraat R. Boersma,Huisartsenzorg,"Nieuwe Boteringestraat 1 1A, Groningen",050-3125432,http://www.huisartsboteringestraat.nl
Huisartsenpraktijk Bouman,Huisartsenzorg,"Loenenseweg 88 A, Eerbeek",0313-651400,http://www.huisartsbouman.nl
Huisartsenpraktijk Cohen,Huisartsenzorg,"Boerhaavelaan 32, Harderwijk",0341-422224,http://www.huisartscohen.nl
Huisartsenpraktijk Comsa,Huisartsenzorg,"Ramelebrink 7, Enschede",053-4771545,http://huisarts-comsa.nl
Huisartsenpraktijk De Angstel,Huisartsenzorg,"De Angstel 31 C, Breukelen",0346-257511,http://www.vechtzorg.nl
Huisartsenpraktijk de Boer,Huisartsenzorg,"Molenweg 7, Ter Apel",0599-581326,http://www.deboerhuisarts.nl
Huisartsenpraktijk de Verbinding,Huisartsenzorg,"Van Dorenborchstraat 1 D, Zutphen",0575-542059 (Van der Ham),https://huisartsendeverbinding.praktijkinfo.nl/
Huisartsenpraktijk de Vries en Bleijendaal,Huisartsenzorg,"Molenweg 9 A, Enkhuizen",0228-322727,http://vriesbleijendaal.praktijkinfo.nl
Huisartsenpraktijk Doelpunt,Huisartsenzorg,"Graaf Dirk II laan 2 A, Maasland",010-5926400,http://hetdoelpunt.praktijkinfo.nl
Huisartsenpraktijk Elft,Huisartsenzorg,"Beatrixstraat 2, Hippolytushoef",0227-591234,https://elft.hknhuisartsen.nl/
Huisartsenpraktijk Groenenhagen,Huisartsenzorg,"Backershagen 176 C, Rotterdam",010-4821668,https://huisartsgroenenhagen.praktijkinfo.nl/
Huisartsenpraktijk Hamstra de Ronde,Huisartsenzorg,"Mr. W.M. Oppedijk van Veenweg 38 B, Burgum",0511-462269,http://www.peldershus.nl
Huisartsenpraktijk Havekes,Huisartsenzorg,"Engelserf 35, Harderwijk",0341-200211,https://huisarts-havekes.nl/
Huisartsenpraktijk Hollandscheveld,Huisartsenzorg,"Het Hoekje 43 A, Hollandscheveld",0528-341219,http://www.huisartsenpraktijkhollandscheveld.praktijkinfo.nl
Huisartsenpraktijk J.A. Kanhai,Huisartsenzorg,"Mathenesserlaan 286, Rotterdam",010-4781898,http://www.huisartskanhai.praktijkinfo.nl
Huisartsenpraktijk Klein Alenvelt,Huisartsenzorg,"Dorpsplein 3 B, Vleuten",https://www.kleinalenvelt.nl/,https://www.kleinalenvelt.nl/
"Huisartsenpraktijk Lindenzoom, Praktijk den Besten",Huisartsenzorg,"Lindenzoom 11, Papendrecht",078-6412251,http://www.lindenzoom.nl
Huisartsenpraktijk Maasduinen,Huisartsenzorg,"Kloosterstraat 18, Velden",077-4722110,https://maasduinen.praktijkinfo.nl/
Huisartsenpraktijk M.E.C. Neijens,Huisartsenzorg,"Marktplein 8, Landsmeer",020-4821050,http://www.dokterneijens.nl
Huisartsenpraktijk Middelwatering,Huisartsenzorg,"Vondellaan 28, Capelle aan den IJssel",010-4506677,https://huisartsenpraktijkmiddelwatering.praktijkinfo.nl
Huisartsenpraktijk Mocking,Huisartsenzorg,"Blaauwweg 553, Dordrecht",078-6530807,https://huisartsensterrenburg.praktijkinfo.nl/huisartsenpraktijk-mocking/
Huisartsenpraktijk Mûnewei,Huisartsenzorg,"Munewei 14, Damwâld",0511-421316 (Van den Bremer),http://www.munewei.nl
Huisartsenpraktijk Noord,Huisartsenzorg,"Franz Lisztstraat 6 A, Tilburg",013-4552711,http://www.hapnoord.nl
Huisartsenpraktijk P.B.A. Crama,Huisartsenzorg,"Westerbaan 16, Vlissingen",0118-760006,https://cramahuisarts.praktijkinfo.nl/
